X,Y
0.00816326530612245,0.9703763010408326
0.009523809523809525,0.9695756605284227
0.010884353741496598,0.9703763010408326
0.009523809523809525,0.9711769415532426
0.07210884353741497,0.8943154523618895
0.07346938775510205,0.8935148118494796
0.07482993197278912,0.8943154523618895
0.07346938775510205,0.8951160928742994
0.00816326530612245,0.8182546036829463
0.009523809523809525,0.8174539631705364
0.010884353741496598,0.8182546036829463
0.009523809523809525,0.8190552441953562
0.46122448979591835,0.7798238590872698
0.46258503401360546,0.7790232185748599
0.4639455782312925,0.7798238590872698
0.46258503401360546,0.7806244995996797
0.04081632653061224,0.7421937550040032
0.04217687074829932,0.7413931144915933
0.04353741496598639,0.7421937550040032
0.04217687074829932,0.7429943955164131
0.42585034013605444,0.7237790232185749
0.4272108843537415,0.7229783827061649
0.42857142857142855,0.7229783827061649
0.42993197278911566,0.7237790232185749
0.42857142857142855,0.7245796637309848
0.4272108843537415,0.7245796637309848
0.5904761904761905,0.7229783827061649
0.5918367346938775,0.722177742193755
0.5931972789115646,0.7229783827061649
0.5918367346938775,0.7237790232185749
0.00816326530612245,0.7229783827061649
0.009523809523809525,0.722177742193755
0.010884353741496598,0.7229783827061649
0.009523809523809525,0.7237790232185749
0.4639455782312925,0.7189751801441153
0.46530612244897956,0.7181745396317054
0.4666666666666667,0.7189751801441153
0.46802721088435373,0.7189751801441153
0.4707482993197279,0.7205764611689351
0.4707482993197279,0.7229783827061649
0.46938775510204084,0.7237790232185749
0.4707482993197279,0.7245796637309848
0.4707482993197279,0.7253803042433947
0.46802721088435373,0.7269815852682145
0.4666666666666667,0.7261809447558046
0.4666666666666667,0.7253803042433947
0.4639455782312925,0.7253803042433947
0.46122448979591835,0.7237790232185749
0.46122448979591835,0.7197758206565252
0.46258503401360546,0.7189751801441153
0.46530612244897956,0.7205764611689351
0.4639455782312925,0.7213771016813451
0.4639455782312925,0.722177742193755
0.46530612244897956,0.7229783827061649
0.4666666666666667,0.7229783827061649
0.4666666666666667,0.7205764611689351
0.4557823129251701,0.7181745396317054
0.45714285714285713,0.7181745396317054
0.4598639455782313,0.7197758206565252
0.4598639455782313,0.7205764611689351
0.45850340136054424,0.7213771016813451
0.45714285714285713,0.7205764611689351
0.4557823129251701,0.7205764611689351
0.45714285714285713,0.7205764611689351
0.46122448979591835,0.7229783827061649
0.45714285714285713,0.7253803042433947
0.4557823129251701,0.7253803042433947
0.4530612244897959,0.7237790232185749
0.4530612244897959,0.7229783827061649
0.454421768707483,0.722177742193755
0.4557823129251701,0.7229783827061649
0.45714285714285713,0.7229783827061649
0.4557823129251701,0.722177742193755
0.454421768707483,0.722177742193755
0.45170068027210886,0.7205764611689351
0.48299319727891155,0.7173738991192954
0.48435374149659866,0.7181745396317054
0.48435374149659866,0.7189751801441153
0.4857142857142857,0.7197758206565252
0.48435374149659866,0.7205764611689351
0.48435374149659866,0.7229783827061649
0.4857142857142857,0.7237790232185749
0.4857142857142857,0.7245796637309848
0.48435374149659866,0.7253803042433947
0.48299319727891155,0.7253803042433947
0.4816326530612245,0.7245796637309848
0.4816326530612245,0.7237790232185749
0.48027210884353744,0.7229783827061649
0.48027210884353744,0.7189751801441153
0.4775510204081633,0.7165732586068855
0.47891156462585033,0.7165732586068855
0.48027210884353744,0.7173738991192954
0.47891156462585033,0.7181745396317054
0.47891156462585033,0.7237790232185749
0.4775510204081633,0.7245796637309848
0.47619047619047616,0.7245796637309848
0.4748299319727891,0.7237790232185749
0.4748299319727891,0.7181745396317054
0.4421768707482993,0.7165732586068855
0.4448979591836735,0.7165732586068855
0.4489795918367347,0.7189751801441153
0.4489795918367347,0.722177742193755
0.44761904761904764,0.7229783827061649
0.44761904761904764,0.7237790232185749
0.4448979591836735,0.7253803042433947
0.4435374149659864,0.7253803042433947
0.4421768707482993,0.7245796637309848
0.44081632653061226,0.7245796637309848
0.43945578231292515,0.7237790232185749
0.43945578231292515,0.7181745396317054
0.4421768707482993,0.7189751801441153
