X,Y
0.13678065054211844,0.13761467889908258
0.13761467889908258,0.13678065054211844
0.8623853211009175,0.13678065054211844
0.8632193494578816,0.13761467889908258
0.8632193494578816,0.8623853211009175
0.8623853211009175,0.8632193494578816
0.5971643035863219,0.8632193494578816
0.5963302752293578,0.8623853211009175
0.5963302752293578,0.7222685571309424
0.5004170141784821,0.7222685571309424
0.49958298582151794,0.7214345287739783
0.49958298582151794,0.6905754795663053
0.5004170141784821,0.6897414512093412
0.5296080066722268,0.6897414512093412
0.5296080066722268,0.5721434528773979
0.530442035029191,0.5713094245204337
0.5496246872393661,0.5713094245204337
0.5504587155963303,0.5721434528773979
0.5504587155963303,0.6897414512093412
0.6271893244370309,0.6897414512093412
0.6288573811509591,0.6914095079232694
0.6288573811509591,0.8306922435362802
0.8306922435362802,0.8306922435362802
0.8306922435362802,0.4395329441201001
0.6688907422852377,0.4395329441201001
0.6672226855713094,0.4378648874061718
0.6672226855713094,0.4195162635529608
0.6680567139282736,0.4186822351959967
0.8306922435362802,0.4186822351959967
0.8306922435362802,0.16930775646371976
0.4303586321934946,0.16930775646371976
0.4303586321934946,0.4186822351959967
0.5904920767306089,0.4186822351959967
0.591326105087573,0.4195162635529608
0.591326105087573,0.43869891576313597
0.5904920767306089,0.4395329441201001
0.5504587155963303,0.4395329441201001
0.5504587155963303,0.49291075896580483
0.5496246872393661,0.493744787322769
0.530442035029191,0.493744787322769
0.5296080066722268,0.49291075896580483
0.5296080066722268,0.4395329441201001
0.3886572143452877,0.4395329441201001
0.3886572143452877,0.49291075896580483
0.3878231859883236,0.493744787322769
0.3686405337781485,0.493744787322769
0.3678065054211843,0.49291075896580483
0.3678065054211843,0.4395329441201001
0.28940783986655544,0.4395329441201001
0.2877397831526272,0.4378648874061718
0.2877397831526272,0.4195162635529608
0.2885738115095913,0.4186822351959967
0.40950792326939117,0.4186822351959967
0.40950792326939117,0.16930775646371976
0.16930775646371976,0.16930775646371976
0.16930775646371976,0.4186822351959967
0.21100917431192662,0.4186822351959967
0.21184320266889073,0.4195162635529608
0.21184320266889073,0.4378648874061718
0.21017514595496248,0.4395329441201001
0.16930775646371976,0.4395329441201001
0.16930775646371976,0.6897414512093412
0.3678065054211843,0.6897414512093412
0.3678065054211843,0.5721434528773979
0.3686405337781485,0.5713094245204337
0.3878231859883236,0.5713094245204337
0.3886572143452877,0.5721434528773979
0.3886572143452877,0.6897414512093412
0.4153461217681401,0.6897414512093412
0.4170141784820684,0.6914095079232694
0.4170141784820684,0.7214345287739783
0.41618015012510423,0.7222685571309424
0.13761467889908258,0.7222685571309424
0.13678065054211844,0.7214345287739783
